AgCode,PpCode,DmCode,VaCode,Estimate,LSE,LowerCIB,UpperCIB,Flag
A006,P002,D003,L004,100,,,,NA
A006,P002,D004,T001,53.5,2.8,50.7,56.3,
A006,P002,D004,T002,30.6,2.6,28,33.2,
A006,P002,D004,T003,15.9,2,13.9,17.9,
A006,P002,D004,T004,100,,,,NA
A006,P002,D005,B001,10.1,1.3,8.8,11.4,
A006,P002,D005,B002,89.9,1.3,88.6,91.2,
A006,P002,D005,B003,100,,,,NA
A006,P002,D006,R001,3.3,0.8,2.5,4.1,
A006,P002,D006,R002,35.3,2.8,32.5,38.1,
A006,P002,D006,R003,8.9,1.3,7.6,10.2,
A006,P002,D006,R004,6.8,1.1,5.7,7.9,
A006,P002,D006,R005,4.4,0.9,3.5,5.3,
A006,P002,D006,R006,2,0.6,1.4,2.6,
A006,P002,D006,R007,4.9,0.9,4,5.8,
A006,P002,D006,R008,11.3,1.3,10,12.6,
A006,P002,D006,R009,4.8,1.2,3.6,6,
A006,P002,D006,R010,11.4,2.5,8.9,13.9,
A006,P002,D006,R011,4.7,1.2,3.5,5.9,
A006,P002,D006,R012,2.3,0.7,1.6,3,
A006,P002,D006,R013,100,,,,NA
A006,P002,D007,U001,16.7,2.9,13.8,19.6,
A006,P002,D007,U002,83.3,2.9,80.4,86.2,
A006,P002,D007,U003,100,,,,NA
A007,P001,D001,E001,81.1,8.8,72.3,89.9,
A007,P001,D001,E002,13.3,8.7,4.6,22,
A007,P001,D001,E003,10.2,7.2,3,17.4,
A007,P001,D001,E004,,,,,S
A007,P001,D001,E005,,,,,S
A007,P001,D001,E006,,,,,S
A007,P001,D001,E007,100,,,,NA
A007,P001,D002,Q001,16.9,9.9,7,26.8,
A007,P001,D002,Q002,22.5,12.6,9.9,35.1,
A007,P001,D002,Q003,13.1,8.2,4.9,21.3,
A007,P001,D002,Q004,9.7,7.1,2.6,16.8,
A007,P001,D002,Q005,11.3,8.7,2.6,20,
A007,P001,D002,Q006,10.2,8.4,1.8,18.6,
A007,P001,D002,Q007,,,,,S
A007,P001,D002,Q008,,,,,S
A007,P001,D002,Q009,,,,,S
A007,P001,D002,Q010,,,,,S
A007,P001,D002,Q011,,,,,S
A007,P001,D002,Q012,100,,,,NA
A007,P001,D003,L001,75.6,12,63.6,87.6,
A007,P001,D003,L002,7.6,6.4,1.2,14,
A007,P001,D003,L003,15.7,11.8,3.9,27.5,
A007,P001,D003,L004,100,,,,NA
A007,P001,D004,T001,56.4,13.3,43.1,69.7,
A007,P001,D004,T002,32.1,12.6,19.5,44.7,
A007,P001,D004,T003,11.5,9.4,2.1,20.9,
A007,P001,D004,T004,100,,,,NA
A007,P001,D005,B001,17.4,10.8,6.6,28.2,
A007,P001,D005,B002,82.6,10.8,71.8,93.4,
A007,P001,D005,B003,100,,,,NA
A007,P001,D006,R001,,,,,S
A007,P001,D006,R002,32.6,13.7,18.9,46.3,
A007,P001,D006,R003,10.7,7.7,3,18.4,
A007,P001,D006,R004,,,,,S
A007,P001,D006,R005,,,,,S
A007,P001,D006,R006,,,,,S
A007,P001,D006,R007,5,4.7,0.3,9.7,
A007,P001,D006,R008,10.3,6.5,3.8,16.8,
A007,P001,D006,R009,,,,,S
A007,P001,D006,R010,20.3,11.9,8.4,32.2,
A007,P001,D006,R011,,,,,S
A007,P001,D006,R012,,,,,S
A007,P001,D006,R013,100,,,,NA
A007,P001,D007,U001,21.8,13.3,8.5,35.1,
A007,P001,D007,U002,78.2,13.3,64.9,91.5,
A007,P001,D007,U003,100,,,,NA
A007,P002,D001,E001,72.4,2.4,70,74.8,
A007,P002,D001,E002,12.4,1.2,11.2,13.6,
A007,P002,D001,E003,5.1,1,4.1,6.1,
A007,P002,D001,E004,14.2,2.1,12.1,16.3,
A007,P002,D001,E005,1.4,0.5,0.9,1.9,
A007,P002,D001,E006,1.7,0.7,1,2.4,
A007,P002,D001,E007,100,,,,NA
A007,P002,D002,Q001,18.3,1.6,16.7,19.9,
A007,P002,D002,Q002,20.1,1.8,18.3,21.9,
A007,P002,D002,Q003,11.2,1.5,9.7,12.7,
A007,P002,D002,Q004,12.5,1.4,11.1,13.9,
A007,P002,D002,Q005,13.6,1.6,12,15.2,
A007,P002,D002,Q006,7.7,1.3,6.4,9,
A007,P002,D002,Q007,4.7,1,3.7,5.7,
A007,P002,D002,Q008,0.9,0.4,0.5,1.3,
A007,P002,D002,Q009,3.8,0.8,3,4.6,
A007,P002,D002,Q010,,,,,S
A007,P002,D002,Q011,4.7,1.1,3.6,5.8,
A007,P002,D002,Q012,100,,,,NA
A007,P002,D003,L001,80.2,1.7,78.5,81.9,
A007,P002,D003,L002,3,0.8,2.2,3.8,
A007,P002,D003,L003,14.8,1.5,13.3,16.3,
A007,P002,D003,L004,100,,,,NA
A007,P002,D004,T001,56.8,2.5,54.3,59.3,
A007,P002,D004,T002,25.8,2.3,23.5,28.1,
A007,P002,D004,T003,17.2,1.9,15.3,19.1,
A007,P002,D004,T004,100,,,,NA
A007,P002,D005,B001,10.8,1.3,9.5,12.1,
A007,P002,D005,B002,89.2,1.3,87.9,90.5,
A007,P002,D005,B003,100,,,,NA
A007,P002,D006,R001,3,0.7,2.3,3.7,
A007,P002,D006,R002,33.3,2.2,31.1,35.5,
A007,P002,D006,R003,8,1.3,6.7,9.3,
A007,P002,D006,R004,6.7,1.4,5.3,8.1,
A007,P002,D006,R005,5.2,1,4.2,6.2,
A007,P002,D006,R006,2.4,0.7,1.7,3.1,
A007,P002,D006,R007,5.2,1,4.2,6.2,
A007,P002,D006,R008,11.9,1.8,10.1,13.7,
A007,P002,D006,R009,4.6,0.9,3.7,5.5,
A007,P002,D006,R010,12.9,1.8,11.1,14.7,
A007,P002,D006,R011,5,1,4,6,
A007,P002,D006,R012,1.8,0.5,1.3,2.3,
A007,P002,D006,R013,100,,,,NA
A007,P002,D007,U001,17.4,2.7,14.7,20.1,
A007,P002,D007,U002,82.6,2.7,79.9,85.3,
A007,P002,D007,U003,100,,,,NA
A008,P001,D001,E001,70.3,11.1,59.2,81.4,
A008,P001,D001,E002,20.1,10.5,9.6,30.6,
A008,P001,D001,E003,,,,,S
A008,P001,D001,E004,11.7,7.4,4.3,19.1,
A008,P001,D001,E005,,,,,S
A008,P001,D001,E006,,,,,S
A008,P001,D001,E007,100,,,,NA
A008,P001,D002,Q001,17.3,8.4,8.9,25.7,
A008,P001,D002,Q002,21.6,10.5,11.1,32.1,
A008,P001,D002,Q003,5.9,6.1,-0.199999999999999,12,
A008,P001,D002,Q004,8.7,7.3,1.4,16,
A008,P001,D002,Q005,18.5,8.7,9.8,27.2,
A008,P001,D002,Q006,9.1,5.5,3.6,14.6,
A008,P001,D002,Q007,,,,,S
A008,P001,D002,Q008,,,,,S
A008,P001,D002,Q009,6.7,8.2,-1.5,14.9,
A008,P001,D002,Q010,,,,,S
A008,P001,D002,Q011,,,,,S
A008,P001,D002,Q012,100,,,,NA
A008,P001,D003,L001,72.3,10.7,61.6,83,
A008,P001,D003,L002,5.5,5.3,0.2,10.8,
A008,P001,D003,L003,22.2,10.6,11.6,32.8,
A008,P001,D003,L004,100,,,,NA
A008,P001,D004,T001,48.7,10.9,37.8,59.6,
A008,P001,D004,T002,30.2,9.8,20.4,40,
A008,P001,D004,T003,21.2,8.9,12.3,30.1,
A008,P001,D004,T004,100,,,,NA
A008,P001,D005,B001,18.5,9,9.5,27.5,
A008,P001,D005,B002,81.5,9,72.5,90.5,
A008,P001,D005,B003,100,,,,NA
A008,P001,D006,R001,7.8,10.3,-2.5,18.1,
A008,P001,D006,R002,37.1,12.2,24.9,49.3,
A008,P001,D006,R003,9.2,7,2.2,16.2,
A008,P001,D006,R004,,,,,S
A008,P001,D006,R005,,,,,S
A008,P001,D006,R006,,,,,S
A008,P001,D006,R007,2.5,2.4,0.1,4.9,
A008,P001,D006,R008,12.6,6.4,6.2,19,
A008,P001,D006,R009,4.3,4.2,0.0999999999999996,8.5,
A008,P001,D006,R010,8.4,7.1,1.3,15.5,
A008,P001,D006,R011,,,,,S
A008,P001,D006,R012,,,,,S
A008,P001,D006,R013,100,,,,NA
A008,P001,D007,U001,16.2,11.2,5,27.4,
A008,P001,D007,U002,83.8,11.2,72.6,95,
A008,P001,D007,U003,100,,,,NA
A008,P002,D001,E001,71.9,2.4,69.5,74.3,
A008,P002,D001,E002,13.9,1.3,12.6,15.2,
A008,P002,D001,E003,6.5,1.4,5.1,7.9,
A008,P002,D001,E004,11.9,1.9,10,13.8,
A008,P002,D001,E005,0.7,0.4,0.3,1.1,
A008,P002,D001,E006,1.9,0.6,1.3,2.5,
A008,P002,D001,E007,100,,,,NA
A008,P002,D002,Q001,20.8,2,18.8,22.8,
A008,P002,D002,Q002,21.1,1.9,19.2,23,
A008,P002,D002,Q003,10.8,1.5,9.3,12.3,
A008,P002,D002,Q004,14.1,1.7,12.4,15.8,
A008,P002,D002,Q005,11.9,1.7,10.2,13.6,
A008,P002,D002,Q006,5.8,1,4.8,6.8,
A008,P002,D002,Q007,4.4,1,3.4,5.4,
A008,P002,D002,Q008,1.1,0.5,0.6,1.6,
A008,P002,D002,Q009,4.5,1.1,3.4,5.6,
A008,P002,D002,Q010,,,,,S
A008,P002,D002,Q011,4.1,0.9,3.2,5,
A008,P002,D002,Q012,100,,,,NA
A008,P002,D003,L001,75.8,1.9,73.9,77.7,
A008,P002,D003,L002,2.4,1,1.4,3.4,
A008,P002,D003,L003,19.4,1.7,17.7,21.1,
A008,P002,D003,L004,100,,,,NA
A008,P002,D004,T001,60,2.3,57.7,62.3,
A008,P002,D004,T002,22.8,1.9,20.9,24.7,
A008,P002,D004,T003,16.8,1.8,15,18.6,
A008,P002,D004,T004,100,,,,NA
A008,P002,D005,B001,11.1,1.4,9.7,12.5,
A008,P002,D005,B002,88.9,1.4,87.5,90.3,
A008,P002,D005,B003,100,,,,NA
A008,P002,D006,R001,3.9,1,2.9,4.9,
A008,P002,D006,R002,29.8,2.5,27.3,32.3,
A008,P002,D006,R003,9.4,1.7,7.7,11.1,
A008,P002,D006,R004,7.2,1.3,5.9,8.5,
A008,P002,D006,R005,4.5,1,3.5,5.5,
A008,P002,D006,R006,3.1,0.7,2.4,3.8,
A008,P002,D006,R007,5,0.9,4.1,5.9,
A008,P002,D006,R008,12.5,1.5,11,14,
A008,P002,D006,R009,4.6,1.1,3.5,5.7,
A008,P002,D006,R010,12.3,2,10.3,14.3,
A008,P002,D006,R011,5.7,1.1,4.6,6.8,
A008,P002,D006,R012,1.9,0.7,1.2,2.6,
A008,P002,D006,R013,100,,,,NA
A008,P002,D007,U001,20.1,3,17.1,23.1,
A008,P002,D007,U002,79.9,3,76.9,82.9,
A008,P002,D007,U003,100,,,,NA
A009,P001,D001,E001,81.8,13.7,68.1,95.5,
A009,P001,D001,E002,10.5,11,-0.5,21.5,
A009,P001,D001,E003,,,,,S
A009,P001,D001,E004,,,,,S
A009,P001,D001,E005,,,,,S
A009,P001,D001,E006,,,,,S
A009,P001,D001,E007,100,,,,NA
A009,P001,D002,Q001,12.6,11.6,1,24.2,
A009,P001,D002,Q002,18.8,15.4,3.4,34.2,
A009,P001,D002,Q003,17.5,20.7,-3.2,38.2,
A009,P001,D002,Q004,17,11,6,28,
A009,P001,D002,Q005,13.3,10.9,2.4,24.2,
A009,P001,D002,Q006,,,,,S
A009,P001,D002,Q007,,,,,S
A009,P001,D002,Q008,,,,,S
A009,P001,D002,Q009,,,,,S
A009,P001,D002,Q010,,,,,S
A009,P001,D002,Q011,,,,,S
A009,P001,D002,Q012,100,,,,NA
A009,P001,D003,L001,75.1,14.7,60.4,89.8,
A009,P001,D003,L002,,,,,S
A009,P001,D003,L003,19,11.7,7.3,30.7,
A009,P001,D003,L004,100,,,,NA
A009,P001,D004,T001,64.6,16.3,48.3,80.9,
A009,P001,D004,T002,22.8,13.9,8.9,36.7,
A009,P001,D004,T003,12.6,9.4,3.2,22,
A009,P001,D004,T004,100,,,,NA
A009,P001,D005,B001,10.2,9.3,0.899999999999999,19.5,
A009,P001,D005,B002,89.8,9.3,80.5,99.1,
A009,P001,D005,B003,100,,,,NA
A009,P001,D006,R001,,,,,S
A009,P001,D006,R002,36.5,14.6,21.9,51.1,
A009,P001,D006,R003,8.9,7.8,1.1,16.7,
A009,P001,D006,R004,,,,,S
A009,P001,D006,R005,,,,,S
A009,P001,D006,R006,,,,,S
A009,P001,D006,R007,,,,,S
A009,P001,D006,R008,16.2,12.3,3.9,28.5,
A009,P001,D006,R009,,,,,S
A009,P001,D006,R010,23.1,17.1,6,40.2,
A009,P001,D006,R011,,,,,S
A009,P001,D006,R012,,,,,S
A009,P001,D006,R013,100,,,,NA
A009,P001,D007,U001,17.7,14,3.7,31.7,
A009,P001,D007,U002,82.3,14,68.3,96.3,
A009,P001,D007,U003,100,,,,NA
A009,P002,D001,E001,73.9,2.4,71.5,76.3,
A009,P002,D001,E002,12.7,1.6,11.1,14.3,
A009,P002,D001,E003,5.6,1.1,4.5,6.7,
A009,P002,D001,E004,11.9,2,9.9,13.9,
A009,P002,D001,E005,0.6,0.3,0.3,0.9,
A009,P002,D001,E006,2.1,0.8,1.3,2.9,
A009,P002,D001,E007,100,,,,NA
A009,P002,D002,Q001,22.2,2,20.2,24.2,
A009,P002,D002,Q002,20.3,1.8,18.5,22.1,
A009,P002,D002,Q003,11.4,1.3,10.1,12.7,
A009,P002,D002,Q004,11.6,1.5,10.1,13.1,
A009,P002,D002,Q005,11.8,1.5,10.3,13.3,
A009,P002,D002,Q006,4.6,1.1,3.5,5.7,
A009,P002,D002,Q007,3.7,1,2.7,4.7,
A009,P002,D002,Q008,0.8,0.4,0.4,1.2,
A009,P002,D002,Q009,5.8,1.1,4.7,6.9,
A009,P002,D002,Q010,,,,,S
A009,P002,D002,Q011,5.4,1.3,4.1,6.7,
A009,P002,D002,Q012,100,,,,NA
A009,P002,D003,L001,66.8,2.1,64.7,68.9,
A009,P002,D003,L002,2.4,0.8,1.6,3.2,
A009,P002,D003,L003,27.7,2,25.7,29.7,
A009,P002,D003,L004,100,,,,NA
A009,P002,D004,T001,62.2,2.6,59.6,64.8,
A009,P002,D004,T002,20,2.1,17.9,22.1,
A009,P002,D004,T003,17.6,2.3,15.3,19.9,
A009,P002,D004,T004,100,,,,NA
A009,P002,D005,B001,14,1.8,12.2,15.8,
A009,P002,D005,B002,86,1.8,84.2,87.8,
A009,P002,D005,B003,100,,,,NA
A009,P002,D006,R001,5.1,1.1,4,6.2,
A009,P002,D006,R002,29.9,2.5,27.4,32.4,
A009,P002,D006,R003,10.8,2,8.8,12.8,
A009,P002,D006,R004,7,1.3,5.7,8.3,
A009,P002,D006,R005,4.5,1.3,3.2,5.8,
A009,P002,D006,R006,3.6,0.9,2.7,4.5,
A009,P002,D006,R007,5,0.9,4.1,5.9,
A009,P002,D006,R008,9.2,1.4,7.8,10.6,
A009,P002,D006,R009,4.6,1.2,3.4,5.8,
A009,P002,D006,R010,13.5,1.7,11.8,15.2,
A009,P002,D006,R011,4.2,0.9,3.3,5.1,
A009,P002,D006,R012,2.5,0.9,1.6,3.4,
A009,P002,D006,R013,100,,,,NA
A009,P002,D007,U001,20,3.1,16.9,23.1,
A009,P002,D007,U002,80,3.1,76.9,83.1,
A009,P002,D007,U003,100,,,,NA
A010,P001,D001,E001,90.2,6.4,83.8,96.6,
A010,P001,D001,E002,12.1,11.3,0.799999999999999,23.4,
A010,P001,D001,E003,,,,,S
A010,P001,D001,E004,,,,,S
A010,P001,D001,E005,,,,,S
A010,P001,D001,E006,,,,,S
A010,P001,D001,E007,100,,,,NA
A010,P001,D002,Q001,18.7,8.7,10,27.4,
A010,P001,D002,Q002,16.6,8.2,8.4,24.8,
A010,P001,D002,Q003,5.8,5.1,0.7,10.9,
A010,P001,D002,Q004,17.6,8.7,8.9,26.3,
A010,P001,D002,Q005,7.4,4.9,2.5,12.3,
A010,P001,D002,Q006,9.3,6.8,2.5,16.1,
A010,P001,D002,Q007,18.4,12.8,5.6,31.2,
A010,P001,D002,Q008,,,,,S
A010,P001,D002,Q009,5.7,5.6,0.100000000000001,11.3,
A010,P001,D002,Q010,,,,,S
A010,P001,D002,Q011,,,,,S
A010,P001,D002,Q012,100,,,,NA
A010,P001,D003,L001,20.8,9.2,11.6,30,
A010,P001,D003,L002,,,,,S
A010,P001,D003,L003,77.5,10,67.5,87.5,
A010,P001,D003,L004,100,,,,NA
A010,P001,D004,T001,66.1,11.6,54.5,77.7,
A010,P001,D004,T002,17.3,7.6,9.7,24.9,
A010,P001,D004,T003,16.5,8.6,7.9,25.1,
A010,P001,D004,T004,100,,,,NA
A010,P001,D005,B001,17,9.4,7.6,26.4,
A010,P001,D005,B002,83,9.4,73.6,92.4,
A010,P001,D005,B003,100,,,,NA
A010,P001,D006,R001,,,,,S
A010,P001,D006,R002,31.2,11.4,19.8,42.6,
A010,P001,D006,R003,12,11.6,0.4,23.6,
A010,P001,D006,R004,7.2,6.5,0.7,13.7,
A010,P001,D006,R005,5.4,6,-0.6,11.4,
A010,P001,D006,R006,,,,,S
A010,P001,D006,R007,5.4,4.4,1,9.8,
A010,P001,D006,R008,14.3,7.5,6.8,21.8,
A010,P001,D006,R009,8.9,6.8,2.1,15.7,
A010,P001,D006,R010,10.9,7.6,3.3,18.5,
A010,P001,D006,R011,,,,,S
A010,P001,D006,R012,,,,,S
A010,P001,D006,R013,100,,,,NA
A010,P001,D007,U001,19.2,11.6,7.6,30.8,
A010,P001,D007,U002,80.8,11.6,69.2,92.4,
A010,P001,D007,U003,100,,,,NA
A010,P002,D001,E001,81.7,1.5,80.2,83.2,
A010,P002,D001,E002,9,0.8,8.2,9.8,
A010,P002,D001,E003,3.9,0.6,3.3,4.5,
A010,P002,D001,E004,7.8,1.2,6.6,9,
A010,P002,D001,E005,0.5,0.3,0.2,0.8,
A010,P002,D001,E006,1.7,0.4,1.3,2.1,
A010,P002,D001,E007,100,,,,NA
A010,P002,D002,Q001,33.5,1.6,31.9,35.1,
A010,P002,D002,Q002,16.7,1.3,15.4,18,
A010,P002,D002,Q003,9.5,0.8,8.7,10.3,
A010,P002,D002,Q004,12.4,1,11.4,13.4,
A010,P002,D002,Q005,7.9,0.9,7,8.8,
A010,P002,D002,Q006,3.3,0.5,2.8,3.8,
A010,P002,D002,Q007,2.9,0.5,2.4,3.4,
A010,P002,D002,Q008,0.7,0.3,0.4,1,
A010,P002,D002,Q009,6.2,0.8,5.4,7,
A010,P002,D002,Q010,0.2,0.1,0.1,0.3,
A010,P002,D002,Q011,5,0.7,4.3,5.7,
A010,P002,D002,Q012,100,,,,NA
A010,P002,D003,L001,22.4,1.2,21.2,23.6,
A010,P002,D003,L002,0.3,0.1,0.2,0.4,
A010,P002,D003,L003,74.4,1.3,73.1,75.7,
A010,P002,D003,L004,100,,,,NA
A010,P002,D004,T001,62.2,2,60.2,64.2,
A010,P002,D004,T002,16.4,1.4,15,17.8,
A010,P002,D004,T003,21.3,1.7,19.6,23,
A010,P002,D004,T004,100,,,,NA
A010,P002,D005,B001,21.5,1.2,20.3,22.7,
A010,P002,D005,B002,78.5,1.2,77.3,79.7,
A010,P002,D005,B003,100,,,,NA
A010,P002,D006,R001,5,0.7,4.3,5.7,
A010,P002,D006,R002,28,1.7,26.3,29.7,
A010,P002,D006,R003,10.8,1.1,9.7,11.9,
A010,P002,D006,R004,8.1,1.1,7,9.2,
A010,P002,D006,R005,5.4,0.8,4.6,6.2,
A010,P002,D006,R006,2.9,0.5,2.4,3.4,
A010,P002,D006,R007,5.6,0.8,4.8,6.4,
A010,P002,D006,R008,10.5,1.1,9.4,11.6,
A010,P002,D006,R009,5.4,1.1,4.3,6.5,
A010,P002,D006,R010,10.6,1.8,8.8,12.4,
A010,P002,D006,R011,5,0.8,4.2,5.8,
A010,P002,D006,R012,2.7,0.5,2.2,3.2,
A010,P002,D006,R013,100,,,,NA
A010,P002,D007,U001,17.1,2.4,14.7,19.5,
A010,P002,D007,U002,82.9,2.4,80.5,85.3,
A010,P002,D007,U003,100,,,,NA
