PpCode,DmCode,VaCode,Estimate,LSE,LowerCIB,UpperCIB,Flag
P003,D004,W005,12.5,0.5,12.0,13.0,
P003,D005,S001,2.9,0.2,2.7,3.1,
P003,D005,S002,5.2,0.3,4.9,5.5,
P003,D005,S003,6.6,0.4,6.2,7.0,
P003,D005,S004,25.2,0.6,24.6,25.8,
P003,D005,S005,30.4,0.9,29.5,31.3,
P003,D006,U001,14.3,1.5,12.8,15.8,
P003,D006,U002,85.7,1.5,84.2,87.2,
P004,D001,Q001,15.5,6.9,8.6,22.4,
P004,D001,Q002,23.0,8.1,14.9,31.1,
P004,D001,Q003,23.8,10.6,13.2,34.4,
P004,D001,Q004,11.8,7.1,4.7,18.9,
P004,D001,Q005,19.0,8.7,10.3,27.7,
P004,D002,L001,59.5,9.8,49.7,69.3,
P004,D002,L002,3.7,4.3,-0.6,8.0,
P004,D002,L003,35.2,8.8,26.4,44.0,
P004,D003,B001,18.5,6.6,11.9,25.1,
P004,D003,B002,81.5,6.6,74.9,88.1,
P004,D004,W001,22.7,10.0,12.7,32.7,
P004,D004,W002,16.9,8.2,8.7,25.1,
P004,D004,W003,8.7,9.3,-0.6,18.0,
P004,D004,W004,12.8,6.5,6.3,19.3,
P004,D004,W005,16.9,9.3,7.6,26.2,
P004,D005,S001,9.2,5.8,3.4,15.0,
P004,D005,S002,13.4,7.9,5.5,21.3,
P004,D005,S003,10.3,7.6,2.7,17.9,
P004,D005,S004,21.9,7.6,14.3,29.5,
P004,D005,S005,23.9,7.9,16.0,31.8,
P004,D006,U001,15.1,8.1,7.0,23.2,
P004,D006,U002,84.9,8.1,76.8,93.0,
P005,D001,Q001,18.5,0.6,17.9,19.1,
P005,D001,Q002,22.3,0.8,21.5,23.1,
P005,D001,Q003,22.3,0.6,21.7,22.9,
P005,D001,Q004,15.7,0.6,15.1,16.3,
P005,D001,Q005,12.7,0.5,12.2,13.2,
P005,D002,L001,68.6,0.6,68.0,69.2,
P005,D002,L002,3.1,0.2,2.9,3.3,
P005,D002,L003,28.3,0.5,27.8,28.8,
P005,D003,B001,11.2,0.4,10.8,11.6,
P005,D003,B002,88.8,0.4,88.4,89.2,
P005,D004,W001,9.4,0.5,8.9,9.9,
P005,D004,W002,14.3,0.5,13.8,14.8,
P005,D004,W003,9.3,0.5,8.8,9.8,
P005,D004,W004,28.3,0.9,27.4,29.2,
P005,D004,W005,13.2,0.6,12.6,13.8,
P005,D005,S001,2.7,0.3,2.4,3.0,
P005,D005,S002,5.2,0.3,4.9,5.5,
P005,D005,S003,6.9,0.4,6.5,7.3,
P005,D005,S004,27.0,0.7,26.3,27.7,
P005,D005,S005,32.7,0.9,31.8,33.6,
P005,D006,U001,14.6,1.6,13.0,16.2,
P005,D006,U002,85.4,1.6,83.8,87.0,
P006,D001,Q001,13.9,2.7,11.2,16.6,
P006,D001,Q002,21.6,2.8,18.8,24.4,
P006,D001,Q003,22.8,3.5,19.3,26.3,
P006,D001,Q004,15.3,2.7,12.6,18.0,
P006,D001,Q005,19.2,3.6,15.6,22.8,
P006,D002,L001,65.7,3.3,62.4,69.0,
P006,D002,L002,5.3,1.5,3.8,6.8,
P006,D002,L003,29.0,3.1,25.9,32.1,
P006,D003,B001,15.8,2.6,13.2,18.4,
P006,D003,B002,84.2,2.6,81.6,86.8,
P006,D004,W001,18.2,2.8,15.4,21.0,
P006,D004,W002,18.9,2.6,16.3,21.5,
P006,D004,W003,8.4,1.9,6.5,10.3,
P006,D004,W004,29.5,3.8,25.7,33.3,
P006,D004,W005,10.8,2.8,8.0,13.6,
P006,D005,S001,7.6,2.0,5.6,9.6,
P006,D005,S002,11.3,1.9,9.4,13.2,
P006,D005,S003,10.8,2.1,8.7,12.9,
P006,D005,S004,30.9,3.4,27.5,34.3,
P006,D005,S005,25.2,3.7,21.5,28.9,
P006,D006,U001,14.1,4.4,9.7,18.5,
P006,D006,U002,85.9,4.4,81.5,90.3,
