PpCode,DmCode,VaCode,Estimate,LSE,LowerCIB,UpperCIB,Flag
P002,D008,S001,12.4,5.8,6.6,18.2,
P002,D008,S002,13.6,6.5,7.1,20.1,
P002,D008,S003,12,6.8,5.2,18.8,
P002,D008,S004,24.8,9,15.8,33.8,
P002,D008,S005,18.4,6.2,12.2,24.6,
P002,D008,S006,100,,,,NA
P002,D009,R001,5.9,4.8,1.1,10.7,
P002,D009,R002,35.5,10,25.5,45.5,
P002,D009,R003,6,4.2,1.8,10.2,
P002,D009,R004,3.4,2.6,0.8,6,
P002,D009,R005,,,,,S
P002,D009,R006,1.9,1.7,0.2,3.6,
P002,D009,R007,5.2,2.8,2.4,8,
P002,D009,R008,17.1,8.3,8.8,25.4,
P002,D009,R009,5.2,4.4,0.8,9.6,
P002,D009,R010,14.9,7,7.9,21.9,
P002,D009,R011,,,,,S
P002,D009,R012,,,,,S
P002,D009,R013,100,,,,NA
P002,D010,U001,14,7.1,6.9,21.1,
P002,D010,U002,86,7.1,78.9,93.1,
P002,D010,U003,100,,,,NA
P003,D001,G001,49.6,0.3,49.3,49.9,
P003,D001,G002,50.4,0.3,50.1,50.7,
P003,D001,G003,,,,,S
P003,D001,G004,100,,,,NA
P003,D002,A001,10,0.2,9.8,10.2,
P003,D002,A002,8.9,0.2,8.7,9.1,
P003,D002,A003,9.5,0.2,9.3,9.7,
P003,D002,A004,8.8,0.2,8.6,9,
P003,D002,A005,8.1,0.1,8,8.2,
P003,D002,A006,8.7,0.1,8.6,8.8,
P003,D002,A007,8.8,0.1,8.7,8.9,
P003,D002,A008,8.7,0.1,8.6,8.8,
P003,D002,A009,7.8,0.1,7.7,7.9,
P003,D002,A010,20.7,0.2,20.5,20.9,
P003,D002,A011,100,,,,NA
P003,D003,E001,71.4,1,70.4,72.4,
P003,D003,E002,13,0.3,12.7,13.3,
P003,D003,E003,5.5,0.5,5,6,
P003,D003,E004,16.2,1,15.2,17.2,
P003,D003,E005,1.5,0.3,1.2,1.8,
P003,D003,E006,0.9,0.1,0.8,1,
P003,D003,E007,100,,,,NA
P003,D004,Q001,18.7,0.6,18.1,19.3,
P003,D004,Q002,21.7,0.7,21,22.4,
P003,D004,Q003,10.9,0.6,10.3,11.5,
P003,D004,Q004,11.6,0.5,11.1,12.1,
P003,D004,Q005,15.6,0.6,15,16.2,
P003,D004,Q006,7.3,0.4,6.9,7.7,
P003,D004,Q007,4.7,0.4,4.3,5.1,
P003,D004,Q008,0.8,0.1,0.7,0.9,
P003,D004,Q009,4,0.3,3.7,4.3,
P003,D004,Q010,0.3,0.1,0.2,0.4,
P003,D004,Q011,4.2,0.4,3.8,4.6,
P003,D004,Q012,100,,,,NA
P003,D005,L001,68.3,0.6,67.7,68.9,
P003,D005,L002,3,0.2,2.8,3.2,
P003,D005,L003,28.7,0.5,28.2,29.2,
P003,D005,L004,100,,,,NA
P003,D006,B001,11.4,0.4,11,11.8,
P003,D006,B002,88.6,0.4,88.2,89,
P003,D006,B003,100,,,,NA
P003,D007,W001,9.2,0.4,8.8,9.6,
P003,D007,W002,14,0.5,13.5,14.5,
P003,D007,W003,9.2,0.5,8.7,9.7,
P003,D007,W004,28.5,0.9,27.6,29.4,
P003,D007,W005,13.2,0.6,12.6,13.8,
P003,D007,W006,100,,,,NA
P003,D008,S001,2.7,0.3,2.4,3,
P003,D008,S002,5.1,0.3,4.8,5.4,
P003,D008,S003,6.7,0.4,6.3,7.1,
P003,D008,S004,26.9,0.7,26.2,27.6,
P003,D008,S005,32.7,0.9,31.8,33.6,
P003,D008,S006,100,,,,NA
P003,D009,R001,3.9,0.2,3.7,4.1,
P003,D009,R002,32.4,0.6,31.8,33,
P003,D009,R003,9.6,0.2,9.4,9.8,
P003,D009,R004,6.8,0.2,6.6,7,
P003,D009,R005,4.5,0.2,4.3,4.7,
P003,D009,R006,2.4,0.1,2.3,2.5,
P003,D009,R007,4.9,0.2,4.7,5.1,
P003,D009,R008,11,0.3,10.7,11.3,
P003,D009,R009,4.2,0.2,4,4.4,
P003,D009,R010,13.1,0.4,12.7,13.5,
P003,D009,R011,4.9,0.2,4.7,5.1,
P003,D009,R012,2.2,0.1,2.1,2.3,
P003,D009,R013,100,,,,NA
P003,D010,U001,14.8,1.6,13.2,16.4,
P003,D010,U002,85.2,1.6,83.6,86.8,
P003,D010,U003,100,,,,NA
P004,D001,G001,38,3.2,34.8,41.2,
P004,D001,G002,58.6,3.1,55.5,61.7,
P004,D001,G003,3.4,1,2.4,4.4,
P004,D001,G004,100,,,,NA
P004,D002,A001,30.3,3.3,27,33.6,
P004,D002,A002,16.9,3.1,13.8,20,
P004,D002,A003,13.5,2.5,11,16,
P004,D002,A004,7.7,1.8,5.9,9.5,
P004,D002,A005,6.2,1.4,4.8,7.6,
P004,D002,A006,6.9,1.9,5,8.8,
P004,D002,A007,3.8,1.2,2.6,5,
P004,D002,A008,5,1.3,3.7,6.3,
P004,D002,A009,2.9,1.1,1.8,4,
P004,D002,A010,6.8,1.7,5.1,8.5,
P004,D002,A011,100,,,,NA
P004,D003,E001,79.7,2.8,76.9,82.5,
P004,D003,E002,16.2,2.5,13.7,18.7,
P004,D003,E003,5.6,1.5,4.1,7.1,
P004,D003,E004,10.7,2.3,8.4,13,
P004,D003,E005,2.5,1.1,1.4,3.6,
P004,D003,E006,1,0.6,0.4,1.6,
P004,D003,E007,100,,,,NA
P004,D004,Q001,12.3,1.9,10.4,14.2,
P004,D004,Q002,28.1,2.9,25.2,31,
P004,D004,Q003,9.2,1.9,7.3,11.1,
P004,D004,Q004,11.7,2.4,9.3,14.1,
P004,D004,Q005,16.4,2.3,14.1,18.7,
P004,D004,Q006,8.2,2,6.2,10.2,
P004,D004,Q007,7,1.8,5.2,8.8,
P004,D004,Q008,1,0.5,0.5,1.5,
P004,D004,Q009,2.5,1.2,1.3,3.7,
P004,D004,Q010,0.5,0.4,0.1,0.9,
P004,D004,Q011,3.1,1.3,1.8,4.4,
P004,D004,Q012,100,,,,NA
P004,D005,L001,70.6,2.8,67.8,73.4,
P004,D005,L002,6.3,1.5,4.8,7.8,
P004,D005,L003,23,2.6,20.4,25.6,
P004,D005,L004,100,,,,NA
P004,D006,B001,18.5,2.6,15.9,21.1,
P004,D006,B002,81.5,2.6,78.9,84.1,
P004,D006,B003,100,,,,NA
P004,D007,W001,25.1,3.4,21.7,28.5,
P004,D007,W002,23.4,2.6,20.8,26,
P004,D007,W003,10,2.1,7.9,12.1,
P004,D007,W004,22.4,2.9,19.5,25.3,
P004,D007,W005,8.2,1.9,6.3,10.1,
P004,D007,W006,100,,,,NA
P004,D008,S001,9.5,2,7.5,11.5,
P004,D008,S002,16.3,2.5,13.8,18.8,
P004,D008,S003,15.1,2.4,12.7,17.5,
P004,D008,S004,28.2,3.1,25.1,31.3,
P004,D008,S005,20.2,2.7,17.5,22.9,
P004,D008,S006,100,,,,NA
P004,D009,R001,2.7,1.3,1.4,4,
P004,D009,R002,32.7,3.8,28.9,36.5,
P004,D009,R003,10.1,3,7.1,13.1,
P004,D009,R004,4.7,1.7,3,6.4,
P004,D009,R005,2.8,1,1.8,3.8,
P004,D009,R006,2.3,0.9,1.4,3.2,
P004,D009,R007,4.7,1.4,3.3,6.1,
P004,D009,R008,16.6,3.6,13,20.2,
P004,D009,R009,3.1,1.3,1.8,4.4,
P004,D009,R010,13.2,3.8,9.4,17,
P004,D009,R011,5.8,2,3.8,7.8,
P004,D009,R012,1.3,0.7,0.6,2,
P004,D009,R013,100,,,,NA
P004,D010,U001,10.8,3,7.8,13.8,
P004,D010,U002,89.2,3,86.2,92.2,
P004,D010,U003,100,,,,NA
