PpCode,DmCode,VaCode,Estimate,LSE,LowerCIB,UpperCIB,Flag
P002,D002,A003,1.8,1.2,0.6,3,
P002,D002,A004,1.1,0.8,0.3,1.9,
P002,D002,A005,1.2,0.7,0.5,1.9,
P002,D002,A006,1.1,0.7,0.4,1.8,
P002,D002,A007,1.8,1.1,0.7,2.9,
P002,D002,A008,1.9,1.1,0.8,3,
P002,D002,A009,1.6,1.5,0.1,3.1,
P002,D002,A010,1.7,0.9,0.8,2.6,
P002,D002,A011,19.4,3.9,15.5,23.3,
P002,D003,E001,14.1,3.4,10.7,17.5,
P002,D003,E002,2.8,1.7,1.1,4.5,
P002,D003,E003,1.3,0.8,0.5,2.1,
P002,D003,E004,3.2,1.6,1.6,4.8,
P002,D003,E005,,,,,S
P002,D003,E006,,,,,S
P002,D003,E007,19.4,3.9,15.5,23.3,
P002,D004,Q001,2.9,1.1,1.8,4,
P002,D004,Q002,6,2.2,3.8,8.2,
P002,D004,Q003,2.3,1.7,0.6,4,
P002,D004,Q004,2.1,1.2,0.9,3.3,
P002,D004,Q005,2.4,1.3,1.1,3.7,
P002,D004,Q006,1.1,0.7,0.4,1.8,
P002,D004,Q007,1.2,0.9,0.3,2.1,
P002,D004,Q008,,,,,S
P002,D004,Q009,,,,,S
P002,D004,Q010,,,,,S
P002,D004,Q011,0.8,0.8,0,1.6,
P002,D004,Q012,19.4,3.9,15.5,23.3,
P002,D005,L001,12.3,3.2,9.1,15.5,
P002,D005,L002,1,0.8,0.2,1.8,
P002,D005,L003,5.7,2.1,3.6,7.8,
P002,D005,L004,19.4,3.9,15.5,23.3,
P002,D006,B001,4.3,1.6,2.7,5.9,
P002,D006,B002,15.1,3.3,11.8,18.4,
P002,D006,B003,19.4,3.9,15.5,23.3,
P002,D007,R001,1.1,1,0.1,2.1,
P002,D007,R002,6.9,2.2,4.7,9.1,
P002,D007,R003,1.2,0.8,0.4,2,
P002,D007,R004,0.7,0.5,0.2,1.2,
P002,D007,R005,,,,,S
P002,D007,R006,0.4,0.3,0.1,0.7,
P002,D007,R007,1,0.6,0.4,1.6,
P002,D007,R008,3.3,1.8,1.5,5.1,
P002,D007,R009,1,0.9,0.1,1.9,
P002,D007,R010,2.9,1.5,1.4,4.4,
P002,D007,R011,,,,,S
P002,D007,R012,,,,,S
P002,D007,R013,19.4,3.9,15.5,23.3,
P002,D008,U001,2.7,1.5,1.2,4.2,
P002,D008,U002,16.7,3.4,13.3,20.1,
P002,D008,U003,19.4,3.9,15.5,23.3,
P003,D001,G001,1633.6,17.2,1616.4,1650.8,
P003,D001,G002,1662.9,14.2,1648.7,1677.1,
P003,D001,G003,0,NA,,,
P003,D001,G004,3296.5,25.5,3271,3322,
P003,D002,A001,328.1,8,320.1,336.1,
P003,D002,A002,293.6,8.1,285.5,301.7,
P003,D002,A003,314.5,6.7,307.8,321.2,
P003,D002,A004,291.5,5.6,285.9,297.1,
P003,D002,A005,266.4,5,261.4,271.4,
P003,D002,A006,286.9,5.8,281.1,292.7,
P003,D002,A007,289.5,5.3,284.2,294.8,
P003,D002,A008,287.5,5,282.5,292.5,
P003,D002,A009,257,4.4,252.6,261.4,
P003,D002,A010,681.6,9.2,672.4,690.8,
P003,D002,A011,3296.5,25.5,3271,3322,
P003,D003,E001,2352.8,39.2,2313.6,2392,
P003,D003,E002,427,9.4,417.6,436.4,
P003,D003,E003,182.8,15.2,167.6,198,
P003,D003,E004,535.2,33,502.2,568.2,
P003,D003,E005,49.4,8.7,40.7,58.1,
P003,D003,E006,30.5,4.6,25.9,35.1,
P003,D003,E007,3296.5,25.5,3271,3322,
P003,D004,Q001,618,23.3,594.7,641.3,
P003,D004,Q002,714,24,690,738,
P003,D004,Q003,357.7,18.3,339.4,376,
P003,D004,Q004,381.3,15.5,365.8,396.8,
P003,D004,Q005,514.7,22,492.7,536.7,
P003,D004,Q006,240.1,12.5,227.6,252.6,
P003,D004,Q007,155.4,11.6,143.8,167,
P003,D004,Q008,26.4,4.3,22.1,30.7,
P003,D004,Q009,131.4,9.7,121.7,141.1,
P003,D004,Q010,10.3,2.8,7.5,13.1,
P003,D004,Q011,139.4,13.5,125.9,152.9,
P003,D004,Q012,3296.5,25.5,3271,3322,
P003,D005,L001,2250.1,25,2225.1,2275.1,
P003,D005,L002,98.1,6.7,91.4,104.8,
P003,D005,L003,947.7,20,927.7,967.7,
P003,D005,L004,3296.5,25.5,3271,3322,
P003,D006,B001,374.4,14.4,360,388.8,
P003,D006,B002,2922.1,28.2,2893.9,2950.3,
P003,D006,B003,3296.5,25.5,3271,3322,
P003,D007,R001,127.8,6.3,121.5,134.1,
P003,D007,R002,1069.7,22.9,1046.8,1092.6,
P003,D007,R003,314.9,8.1,306.8,323,
P003,D007,R004,223.6,7,216.6,230.6,
P003,D007,R005,148.7,6.5,142.2,155.2,
P003,D007,R006,80.6,4.3,76.3,84.9,
P003,D007,R007,162.4,5.8,156.6,168.2,
P003,D007,R008,364,8.7,355.3,372.7,
P003,D007,R009,138.3,4.8,133.5,143.1,
P003,D007,R010,433.2,14.1,419.1,447.3,
P003,D007,R011,162.6,5.8,156.8,168.4,
P003,D007,R012,70.9,2.9,68,73.8,
P003,D007,R013,3296.5,25.5,3271,3322,
P003,D008,U001,489.2,54.4,434.8,543.6,
P003,D008,U002,2807.3,56.7,2750.6,2864,
P003,D008,U003,3296.5,25.5,3271,3322,
P004,D001,G001,59.5,6.9,52.6,66.4,
P004,D001,G002,91.8,7.3,84.5,99.1,
P004,D001,G003,5.3,1.6,3.7,6.9,
P004,D001,G004,156.6,10.6,146,167.2,
P004,D002,A001,47.4,6,41.4,53.4,
P004,D002,A002,26.4,5.6,20.8,32,
P004,D002,A003,21.2,4.2,17,25.4,
P004,D002,A004,12,2.9,9.1,14.9,
P004,D002,A005,9.7,2.4,7.3,12.1,
P004,D002,A006,10.9,3,7.9,13.9,
P004,D002,A007,5.9,1.9,4,7.8,
P004,D002,A008,7.8,2.1,5.7,9.9,
P004,D002,A009,4.6,1.7,2.9,6.3,
P004,D002,A010,10.7,2.7,8,13.4,
P004,D002,A011,156.6,10.6,146,167.2,
P004,D003,E001,124.8,9.8,115,134.6,
P004,D003,E002,25.4,4,21.4,29.4,
P004,D003,E003,8.7,2.3,6.4,11,
P004,D003,E004,16.8,3.7,13.1,20.5,
P004,D003,E005,3.9,1.8,2.1,5.7,
P004,D003,E006,1.5,1,0.5,2.5,
P004,D003,E007,156.6,10.6,146,167.2,
P004,D004,Q001,19.2,3.4,15.8,22.6,
P004,D004,Q002,44,5.9,38.1,49.9,
P004,D004,Q003,14.3,2.9,11.4,17.2,
P004,D004,Q004,18.4,3.8,14.6,22.2,
P004,D004,Q005,25.6,3.9,21.7,29.5,
P004,D004,Q006,12.8,3.1,9.7,15.9,
P004,D004,Q007,11,2.9,8.1,13.9,
P004,D004,Q008,1.6,0.9,0.7,2.5,
P004,D004,Q009,3.9,1.8,2.1,5.7,
P004,D004,Q010,0.7,0.6,0.1,1.3,
P004,D004,Q011,4.9,2.1,2.8,7,
P004,D004,Q012,156.6,10.6,146,167.2,
P004,D005,L001,110.6,8.5,102.1,119.1,
P004,D005,L002,9.8,2.4,7.4,12.2,
P004,D005,L003,36,4.9,31.1,40.9,
P004,D005,L004,156.6,10.6,146,167.2,
P004,D006,B001,28.9,4.3,24.6,33.2,
P004,D006,B002,127.7,9.9,117.8,137.6,
P004,D006,B003,156.6,10.6,146,167.2,
P004,D007,R001,4.2,2,2.2,6.2,
P004,D007,R002,51.2,7,44.2,58.2,
P004,D007,R003,15.7,4.7,11,20.4,
P004,D007,R004,7.4,2.7,4.7,10.1,
P004,D007,R005,4.4,1.6,2.8,6,
P004,D007,R006,3.6,1.5,2.1,5.1,
P004,D007,R007,7.3,2.2,5.1,9.5,
P004,D007,R008,26,6.1,19.9,32.1,
P004,D007,R009,4.8,2,2.8,6.8,
P004,D007,R010,20.7,6.1,14.6,26.8,
P004,D007,R011,9.1,3.2,5.9,12.3,
P004,D007,R012,2.1,1.1,1,3.2,
P004,D007,R013,156.6,10.6,146,167.2,
P004,D008,U001,16.9,4.8,12.1,21.7,
P004,D008,U002,139.7,10.8,128.9,150.5,
P004,D008,U003,156.6,10.6,146,167.2,
