PpCode,DmCode,VaCode,Estimate,LSE,LowerCIB,UpperCIB,Flag
P006,H003,C008,9.1,0.7,8.4,9.8,
P006,H003,C009,10.9,0.3,10.6,11.2,
P006,H003,C010,12.2,0.8,11.4,13,
P006,H003,C011,100,,,,NA
P006,H004,W001,1.2,0.2,1,1.4,
P006,H004,W002,4.6,0.5,4.1,5.1,
P006,H004,W003,21.6,1,20.6,22.6,
P006,H004,W004,31.4,1,30.4,32.4,
P006,H004,W005,41.1,1.1,40,42.2,
P006,H004,W006,100,,,,NA
P006,H005,W001,79.1,1,78.1,80.1,
P006,H005,W002,17,0.9,16.1,17.9,
P006,H005,W003,3.7,0.4,3.3,4.1,
P006,H005,W004,81.1,1,80.1,82.1,
P006,H005,W005,12.3,0.7,11.6,13,
P006,H005,W006,5.5,0.5,5,6,
P006,H005,W007,100,,,,NA
P007,H001,D001,74.7,3.5,71.2,78.2,
P007,H001,D002,25.2,3.5,21.7,28.7,
P007,H001,D003,,,,,S
P007,H001,D004,,,,,S
P007,H001,D005,100,,,,NA
P007,H002,T001,38.3,3.9,34.4,42.2,
P007,H002,T002,53.1,3.8,49.3,56.9,
P007,H002,T003,8.6,2.1,6.5,10.7,
P007,H002,T004,100,,,,NA
P007,H003,C001,20.4,2.9,17.5,23.3,
P007,H003,C002,2.9,1.1,1.8,4,
P007,H003,C003,3.6,1.3,2.3,4.9,
P007,H003,C004,1.7,1,0.7,2.7,
P007,H003,C005,10.8,2.1,8.7,12.9,
P007,H003,C006,2.7,0.9,1.8,3.6,
P007,H003,C007,5.9,1.6,4.3,7.5,
P007,H003,C008,18.6,3.8,14.8,22.4,
P007,H003,C009,10.5,2,8.5,12.5,
P007,H003,C010,22.7,4.2,18.5,26.9,
P007,H003,C011,100,,,,NA
P007,H004,W001,1.4,0.9,0.5,2.3,
P007,H004,W002,6,1.9,4.1,7.9,
P007,H004,W003,35.4,3.6,31.8,39,
P007,H004,W004,32.9,3.7,29.2,36.6,
P007,H004,W005,24.4,3.3,21.1,27.7,
P007,H004,W006,100,,,,NA
P007,H005,W001,70.9,3.8,67.1,74.7,
P007,H005,W002,24.4,3.8,20.6,28.2,
P007,H005,W003,4.4,1.5,2.9,5.9,
P007,H005,W004,74.2,3.6,70.6,77.8,
P007,H005,W005,15.6,2.9,12.7,18.5,
P007,H005,W006,7.8,2,5.8,9.8,
P007,H005,W007,100,,,,NA
